ideal_roll_vel,init_roll_pos,left_control_once_roll,left_control_total_roll,passfilter_pres_roll_pos,passfilter_pres_roll_vel,pres_roll_pos,pres_roll_vel,right_control_once_roll,right_control_total_roll,smaple_times_count
0.000000,none,0.000000,0.000000,-0.220310,-24.878620,-1.933995,-10.041582,0.068296,0.117350,30.000000
0.000000,none,0.000000,0.000000,-0.837530,-20.573975,-2.326290,-13.076504,0.049377,0.166727,30.000000
0.000000,none,0.000000,0.000000,-1.330491,-16.432056,-2.399469,-2.439308,0.031042,0.197770,30.000000
0.000000,none,0.000000,0.000000,-1.641221,-10.357635,-2.184469,7.166664,0.003792,0.201562,30.000000
0.000000,none,0.000000,0.000000,-1.788819,-4.919948,-2.011395,5.769142,0.003877,0.205440,30.000000
0.000000,none,0.000000,0.000000,-1.786828,0.066374,-1.553931,15.248796,0.003962,0.209402,30.000000
0.000000,none,0.000000,0.000000,-1.714004,2.427471,-1.569063,-0.504390,0.004047,0.213449,30.000000
0.000000,none,0.000000,0.000000,-1.632895,2.703635,-1.357011,7.068388,0.004132,0.217581,30.000000
0.000000,none,0.000000,0.000000,-1.556815,2.536002,-1.437966,-2.698501,0.004217,0.221797,30.000000
0.000000,none,0.000000,0.000000,-1.625351,-2.284555,-2.099811,-22.061502,0.004302,0.226099,30.000000
0.000000,none,0.000000,0.000000,-1.858747,-7.779870,-2.595273,-16.515390,0.004302,0.226099,30.000000
0.000000,none,0.000000,0.000000,-2.273088,-13.811364,-3.686382,-36.370308,0.004302,0.226099,30.000000
0.000000,none,0.000000,0.000000,-2.838177,-18.836308,-4.356863,-22.349373,0.004302,0.226099,30.000000
0.000000,none,0.000000,0.000000,-3.421741,-19.452122,-4.930893,-19.134315,0.004302,0.226099,30.000000
0.000000,none,0.000000,0.000000,-3.885368,-15.454227,-4.781765,4.970932,0.004302,0.226099,30.000000
0.000000,none,0.004387,0.004387,-4.034893,-4.984177,-3.914332,28.914444,0.000000,0.000000,30.000000
0.000000,none,-0.014467,-0.010081,-3.740366,9.817577,-2.332796,52.717861,0.000000,0.000000,30.000000
0.000000,none,-0.061700,-0.071781,-3.133887,20.215961,-1.394763,31.267778,0.000000,0.000000,30.000000
0.000000,none,-0.091837,-0.163618,-2.330995,26.763050,0.095665,49.680927,0.000000,0.000000,30.000000
0.000000,none,-0.104190,-0.267808,-1.450870,29.337507,0.688987,19.777374,0.000000,0.000000,30.000000
0.000000,none,-0.093276,-0.361084,-0.648012,26.761944,1.377754,22.958927,0.000000,0.000000,30.000000
0.000000,none,-0.077535,-0.438620,0.046276,23.142916,1.622817,8.168761,0.000000,0.000000,30.000000
0.000000,none,-0.055155,-0.493775,0.588939,18.088770,1.828006,6.839621,0.000000,0.000000,30.000000
0.000000,none,-0.032313,-0.526088,0.978131,12.973092,1.758395,-2.320353,0.000000,0.000000,30.000000
0.000000,none,-0.036588,-0.562676,1.154410,5.875952,1.288774,-15.654047,0.000000,0.000000,30.000000
0.000000,none,-0.036799,-0.599475,1.122201,-1.073643,0.820726,-15.601595,0.000000,0.000000,30.000000
0.000000,none,-0.007938,-0.607413,0.866200,-8.533360,-0.160579,-32.710167,0.000000,0.000000,30.000000
0.000000,none,0.012023,-0.595391,0.478310,-12.929665,-0.507474,-11.563150,0.000000,0.000000,30.000000
0.000000,none,0.022604,-0.572787,0.021614,-15.223194,-1.362167,-28.489767,0.000000,0.000000,30.000000
0.000000,none,0.019685,-0.553102,-0.414058,-14.522407,-1.290763,2.380113,0.000000,0.000000,30.000000
0.000000,none,0.019685,-0.553102,-0.607185,-6.437550,-0.732519,18.608137,0.000000,0.000000,30.000000
0.000000,none,0.019685,-0.553102,-0.547137,2.001601,-0.110246,20.742424,0.000000,0.000000,30.000000
0.000000,none,0.019685,-0.553102,-0.152334,13.160069,1.459203,52.314991,0.000000,0.000000,30.000000
0.000000,none,0.019685,-0.553102,0.477487,20.994049,2.133778,22.485832,0.000000,0.000000,30.000000
0.000000,none,0.019685,-0.553102,1.055959,19.282389,2.401072,8.909774,0.000000,0.000000,30.000000
0.000000,none,0.000000,0.000000,1.440582,12.820765,2.091092,-10.332648,-0.031533,-0.031533,30.000000
0.000000,none,0.000000,0.000000,1.475669,1.169565,1.007215,-36.129219,-0.031707,-0.063240,30.000000
0.000000,none,0.000000,0.000000,1.255661,-7.333575,0.582615,-14.153341,0.023252,-0.039988,30.000000
0.000000,none,0.000000,0.000000,0.872096,-12.785507,-0.444979,-34.253151,0.011958,-0.028030,30.000000
0.000000,none,0.000000,0.000000,0.359477,-17.087301,-0.983167,-17.939604,0.031643,0.003613,30.000000
0.000000,none,0.000000,0.000000,-0.161819,-17.376522,-1.523916,-18.024937,0.033282,0.036896,30.000000
0.000000,none,0.000000,0.000000,-0.595950,-14.471044,-1.486345,1.252345,0.020441,0.057336,30.000000
0.000000,none,0.000000,0.000000,-0.884830,-9.629323,-1.493291,-0.231524,-0.001289,0.056048,30.000000
0.000000,none,0.000000,0.000000,-1.068868,-6.134600,-1.415293,2.599919,0.019206,0.075254,30.000000
0.000000,none,0.000000,0.000000,-1.153682,-2.827127,-1.247319,5.599149,0.019427,0.094680,30.000000
0.000000,none,0.000000,0.000000,-1.166865,-0.439454,-1.141638,3.522698,0.019648,0.114328,30.000000
0.000000,none,0.000000,0.000000,-1.131098,1.192237,-0.970755,5.696112,0.019869,0.134197,30.000000
0.000000,none,0.000000,0.000000,-1.112930,0.605614,-1.179013,-6.941948,0.020089,0.154286,30.000000
0.000000,none,0.000000,0.000000,-1.147054,-1.137473,-1.258031,-2.633917,0.020310,0.174596,30.000000
0.000000,none,0.000000,0.000000,-1.261016,-3.798740,-1.741339,-16.110292,0.020531,0.195127,30.000000
0.000000,none,0.000000,0.000000,-1.578600,-10.586134,-2.746069,-33.491005,0.020531,0.195127,30.000000
0.000000,none,0.000000,0.000000,-2.092029,-17.114315,-3.588499,-28.080980,0.020531,0.195127,30.000000
0.000000,none,0.000000,0.000000,-2.766371,-22.478062,-4.768738,-39.341316,0.020531,0.195127,30.000000
0.000000,none,0.000000,0.000000,-3.452098,-22.857552,-5.007641,-7.963419,0.020531,0.195127,30.000000
0.000000,none,0.000000,0.000000,-3.846150,-13.135078,-4.335169,22.415718,0.020531,0.195127,30.000000
0.000000,none,0.020752,0.020752,-3.903190,-1.901321,-3.710144,20.834175,0.000000,0.000000,30.000000
0.000000,none,-0.023784,-0.003032,-3.551220,11.732332,-1.918092,59.735062,0.000000,0.000000,30.000000
0.000000,none,-0.069261,-0.072293,-2.899359,21.728691,-1.150327,25.592165,0.000000,0.000000,30.000000
0.000000,none,-0.097331,-0.169625,-2.065119,27.808004,0.514289,55.487194,0.000000,0.000000,30.000000
0.000000,none,-0.107586,-0.277211,-1.167771,29.911587,0.908699,13.147009,0.000000,0.000000,30.000000
0.000000,none,-0.092268,-0.369479,-0.376954,26.360571,1.649725,24.700872,0.000000,0.000000,30.000000
0.000000,none,-0.078749,-0.448228,0.320083,23.234568,1.909980,8.675158,0.000000,0.000000,30.000000
0.000000,none,-0.057579,-0.505807,0.873475,18.446415,2.154859,8.162630,0.000000,0.000000,30.000000
0.000000,none,-0.034503,-0.540310,1.271766,13.276356,2.056920,-3.264610,0.000000,0.000000,30.000000
0.000000,none,-0.039738,-0.580048,1.463423,6.388571,1.672690,-12.807667,0.000000,0.000000,30.000000
0.000000,none,-0.039968,-0.620017,1.451650,-0.392426,1.181309,-16.379368,0.000000,0.000000,30.000000
0.000000,none,-0.010619,-0.630636,1.207679,-8.132395,0.212180,-32.304298,0.000000,0.000000,30.000000
0.000000,none,0.006401,-0.624235,0.851172,-11.883564,-0.003059,-7.174656,0.000000,0.000000,30.000000
0.000000,none,0.022313,-0.601922,0.390351,-15.360678,-1.146380,-38.110672,0.000000,0.000000,30.000000
0.000000,none,0.023788,-0.578134,-0.078469,-15.627344,-0.974211,5.738958,0.000000,0.000000,30.000000
0.000000,none,0.023788,-0.578134,-0.314890,-7.880693,-0.645818,10.946426,0.000000,0.000000,30.000000
0.000000,none,0.023788,-0.578134,-0.326257,-0.378905,-0.054309,19.716965,0.000000,0.000000,30.000000
0.000000,none,0.023788,-0.578134,-0.018726,10.251041,1.304951,45.308666,0.000000,0.000000,30.000000
0.000000,none,0.023788,-0.578134,0.496624,17.178326,1.846841,18.062988,0.000000,0.000000,30.000000
0.000000,none,0.023788,-0.578134,0.951968,15.178128,1.964307,3.915544,0.000000,0.000000,30.000000
0.000000,none,0.000000,0.000000,1.235904,9.464537,1.696774,-8.917768,-0.017179,-0.017179,30.000000
0.000000,none,0.000000,0.000000,1.210808,-0.836519,0.619738,-35.901203,-0.017231,-0.034410,30.000000
0.000000,none,0.000000,0.000000,0.959731,-8.369257,0.248091,-12.388206,-0.008966,-0.043376,30.000000
0.000000,none,0.000000,0.000000,0.627316,-11.080493,-0.385774,-21.128845,0.003345,-0.040031,30.000000
0.000000,none,0.000000,0.000000,0.178835,-14.949348,-1.135013,-24.974632,0.021005,-0.019025,30.000000
0.000000,none,0.000000,0.000000,-0.289785,-15.620668,-1.407371,-9.078614,0.024301,0.005275,30.000000
0.000000,none,0.000000,0.000000,-0.655613,-12.194263,-1.436126,-0.958502,0.009033,0.014308,30.000000
0.000000,none,0.000000,0.000000,-0.898741,-8.104261,-1.379700,1.880884,-0.009368,0.004940,30.000000
0.000000,none,0.000000,0.000000,-1.013562,-3.827370,-1.128357,8.378093,-0.009365,-0.004425,30.000000
0.000000,none,0.000000,0.000000,-1.031299,-0.591246,-1.008540,3.993905,-0.009361,-0.013785,30.000000
0.000000,none,0.000000,0.000000,-0.991098,1.340035,-0.805280,6.775340,-0.009357,-0.023143,30.000000
0.000000,none,0.000000,0.000000,-0.930372,2.024212,-0.801117,0.138770,-0.009353,-0.032496,30.000000
0.000000,none,0.000000,0.000000,-0.879679,1.689761,-0.745919,1.839916,-0.009350,-0.041845,30.000000
0.000000,none,0.000000,0.000000,-0.868782,0.363210,-0.946012,-6.669746,-0.009346,-0.051191,30.000000
0.000000,none,0.000000,0.000000,-1.018352,-4.985655,-1.717171,-25.705297,-0.009342,-0.060533,30.000000
0.000000,none,0.000000,0.000000,-1.329401,-10.368307,-2.244468,-17.576595,-0.009342,-0.060533,30.000000
0.000000,none,0.000000,0.000000,-1.871066,-18.055506,-3.766438,-50.732327,-0.009342,-0.060533,30.000000
