motor_11,motor_12,motor_13,motor_14,motor_15,motor_17,motor_18,motor_19,motor_20,motor_21
2048.000000,1753.000000,2637.000000,2343.000000,2048.000000,2048.000000,2343.000000,1460.000000,1753.000000,2048.000000
2022.000000,1753.000000,2636.000000,2343.000000,2021.000000,2022.000000,2343.000000,1461.000000,1753.000000,2021.000000
2000.000000,1755.000000,2633.000000,2341.000000,1999.000000,2000.000000,2341.000000,1464.000000,1755.000000,1999.000000
1983.000000,1757.000000,2629.000000,2339.000000,1982.000000,1983.000000,2339.000000,1468.000000,1757.000000,1982.000000
1969.000000,1759.000000,2625.000000,2337.000000,1968.000000,1969.000000,2337.000000,1472.000000,1759.000000,1968.000000
1958.000000,1760.000000,2622.000000,2336.000000,1957.000000,1958.000000,2336.000000,1475.000000,1760.000000,1957.000000
1949.000000,1762.000000,2619.000000,2334.000000,1948.000000,1949.000000,2334.000000,1478.000000,1762.000000,1948.000000
1943.000000,1763.000000,2616.000000,2333.000000,1942.000000,1943.000000,2333.000000,1481.000000,1763.000000,1942.000000
1938.000000,1764.000000,2614.000000,2332.000000,1938.000000,1938.000000,2332.000000,1483.000000,1764.000000,1938.000000
1936.000000,1765.000000,2613.000000,2331.000000,1935.000000,1936.000000,2331.000000,1484.000000,1765.000000,1935.000000
1935.000000,1765.000000,2613.000000,2331.000000,1934.000000,1935.000000,2331.000000,1484.000000,1765.000000,1934.000000
1936.000000,1765.000000,2613.000000,2331.000000,1935.000000,1936.000000,2331.000000,1484.000000,1765.000000,1935.000000
1938.000000,1764.000000,2614.000000,2332.000000,1938.000000,1938.000000,2332.000000,1483.000000,1764.000000,1938.000000
1943.000000,1763.000000,2616.000000,2333.000000,1942.000000,1943.000000,2333.000000,1481.000000,1763.000000,1942.000000
1949.000000,1762.000000,2619.000000,2334.000000,1948.000000,1949.000000,2334.000000,1478.000000,1762.000000,1948.000000
1958.000000,1760.000000,2622.000000,2336.000000,1957.000000,1958.000000,2336.000000,1475.000000,1760.000000,1957.000000
1969.000000,1759.000000,2625.000000,2337.000000,1968.000000,1969.000000,2337.000000,1472.000000,1759.000000,1968.000000
1983.000000,1757.000000,2629.000000,2339.000000,1982.000000,1983.000000,2339.000000,1468.000000,1757.000000,1982.000000
2000.000000,1755.000000,2633.000000,2341.000000,1999.000000,2000.000000,2341.000000,1464.000000,1755.000000,1999.000000
2022.000000,1753.000000,2636.000000,2343.000000,2021.000000,2022.000000,2343.000000,1461.000000,1753.000000,2021.000000
2048.000000,1753.000000,2637.000000,2343.000000,2048.000000,2048.000000,2343.000000,1460.000000,1753.000000,2048.000000
2075.000000,1753.000000,2636.000000,2343.000000,2074.000000,2075.000000,2343.000000,1461.000000,1753.000000,2074.000000
2097.000000,1755.000000,2633.000000,2341.000000,2096.000000,2097.000000,2341.000000,1464.000000,1755.000000,2096.000000
2114.000000,1757.000000,2629.000000,2339.000000,2113.000000,2114.000000,2340.000000,1466.000000,1756.000000,2113.000000
2129.000000,1759.000000,2625.000000,2337.000000,2127.000000,2129.000000,2346.000000,1454.000000,1750.000000,2128.000000
2140.000000,1761.000000,2622.000000,2336.000000,2138.000000,2141.000000,2359.000000,1429.000000,1737.000000,2140.000000
2149.000000,1762.000000,2619.000000,2334.000000,2147.000000,2151.000000,2375.000000,1397.000000,1721.000000,2151.000000
2155.000000,1764.000000,2616.000000,2333.000000,2153.000000,2160.000000,2391.000000,1365.000000,1705.000000,2159.000000
2160.000000,1765.000000,2614.000000,2332.000000,2158.000000,2166.000000,2405.000000,1337.000000,1691.000000,2166.000000
2162.000000,1765.000000,2613.000000,2331.000000,2160.000000,2170.000000,2414.000000,1319.000000,1682.000000,2170.000000
2163.000000,1765.000000,2613.000000,2331.000000,2161.000000,2172.000000,2417.000000,1313.000000,1679.000000,2171.000000
2163.000000,1765.000000,2613.000000,2331.000000,2160.000000,2170.000000,2414.000000,1319.000000,1682.000000,2170.000000
2160.000000,1764.000000,2614.000000,2332.000000,2158.000000,2166.000000,2405.000000,1337.000000,1691.000000,2166.000000
2155.000000,1763.000000,2616.000000,2333.000000,2153.000000,2160.000000,2391.000000,1365.000000,1705.000000,2159.000000
2148.000000,1762.000000,2619.000000,2334.000000,2147.000000,2151.000000,2375.000000,1397.000000,1721.000000,2151.000000
2139.000000,1760.000000,2622.000000,2336.000000,2138.000000,2141.000000,2359.000000,1429.000000,1737.000000,2140.000000
2127.000000,1758.000000,2625.000000,2337.000000,2127.000000,2129.000000,2346.000000,1454.000000,1750.000000,2128.000000
2113.000000,1756.000000,2629.000000,2339.000000,2113.000000,2114.000000,2340.000000,1466.000000,1756.000000,2113.000000
2095.000000,1754.000000,2633.000000,2341.000000,2096.000000,2097.000000,2341.000000,1464.000000,1755.000000,2096.000000
2075.000000,1753.000000,2636.000000,2343.000000,2074.000000,2075.000000,2343.000000,1461.000000,1753.000000,2074.000000
2048.000000,1753.000000,2637.000000,2343.000000,2048.000000,2048.000000,2343.000000,1460.000000,1753.000000,2048.000000
2022.000000,1753.000000,2636.000000,2343.000000,2021.000000,2022.000000,2343.000000,1461.000000,1753.000000,2021.000000
2000.000000,1755.000000,2633.000000,2342.000000,1999.000000,2000.000000,2341.000000,1464.000000,1754.000000,1999.000000
1982.000000,1756.000000,2633.000000,2342.000000,1982.000000,1983.000000,2338.000000,1468.000000,1756.000000,1982.000000
1967.000000,1744.000000,2656.000000,2354.000000,1967.000000,1968.000000,2336.000000,1472.000000,1757.000000,1968.000000
1954.000000,1721.000000,2701.000000,2375.000000,1954.000000,1957.000000,2333.000000,1475.000000,1758.000000,1957.000000
1942.000000,1690.000000,2755.000000,2399.000000,1942.000000,1948.000000,2331.000000,1478.000000,1760.000000,1948.000000
1932.000000,1657.000000,2809.000000,2420.000000,1931.000000,1942.000000,2329.000000,1481.000000,1760.000000,1942.000000
1924.000000,1627.000000,2854.000000,2434.000000,1923.000000,1937.000000,2327.000000,1483.000000,1760.000000,1938.000000
1918.000000,1602.000000,2883.000000,2439.000000,1918.000000,1935.000000,2325.000000,1484.000000,1760.000000,1935.000000
1916.000000,1587.000000,2892.000000,2433.000000,1916.000000,1935.000000,2324.000000,1484.000000,1759.000000,1934.000000
1918.000000,1583.000000,2880.000000,2417.000000,1918.000000,1936.000000,2323.000000,1484.000000,1758.000000,1935.000000
1924.000000,1591.000000,2849.000000,2393.000000,1923.000000,1939.000000,2322.000000,1483.000000,1756.000000,1938.000000
1932.000000,1609.000000,2802.000000,2365.000000,1931.000000,1944.000000,2321.000000,1481.000000,1753.000000,1942.000000
1942.000000,1635.000000,2747.000000,2335.000000,1942.000000,1951.000000,2320.000000,1479.000000,1750.000000,1948.000000
1954.000000,1663.000000,2691.000000,2308.000000,1954.000000,1960.000000,2319.000000,1476.000000,1746.000000,1957.000000
1967.000000,1688.000000,2647.000000,2289.000000,1967.000000,1971.000000,2317.000000,1472.000000,1741.000000,1968.000000
1982.000000,1703.000000,2624.000000,2281.000000,1982.000000,1986.000000,2315.000000,1469.000000,1735.000000,1982.000000
2000.000000,1707.000000,2626.000000,2287.000000,1999.000000,2003.000000,2312.000000,1466.000000,1729.000000,1999.000000
2022.000000,1710.000000,2630.000000,2294.000000,2021.000000,2022.000000,2309.000000,1464.000000,1723.000000,2021.000000
2048.000000,1716.000000,2633.000000,2303.000000,2048.000000,2048.000000,2303.000000,1464.000000,1716.000000,2048.000000
2075.000000,1723.000000,2633.000000,2310.000000,2074.000000,2075.000000,2294.000000,1467.000000,1710.000000,2074.000000
2097.000000,1730.000000,2631.000000,2315.000000,2096.000000,2097.000000,2286.000000,1471.000000,1707.000000,2096.000000
2114.000000,1736.000000,2628.000000,2318.000000,2113.000000,2114.000000,2280.000000,1473.000000,1703.000000,2114.000000
2127.000000,1742.000000,2625.000000,2320.000000,2127.000000,2129.000000,2288.000000,1450.000000,1687.000000,2129.000000
2138.000000,1748.000000,2621.000000,2322.000000,2138.000000,2142.000000,2309.000000,1406.000000,1664.000000,2142.000000
2146.000000,1753.000000,2618.000000,2324.000000,2147.000000,2154.000000,2339.000000,1349.000000,1638.000000,2154.000000
2151.000000,1756.000000,2616.000000,2326.000000,2153.000000,2165.000000,2375.000000,1293.000000,1617.000000,2164.000000
2154.000000,1760.000000,2614.000000,2327.000000,2158.000000,2173.000000,2412.000000,1245.000000,1607.000000,2172.000000
2155.000000,1762.000000,2613.000000,2329.000000,2160.000000,2178.000000,2446.000000,1213.000000,1609.000000,2178.000000
2155.000000,1764.000000,2613.000000,2331.000000,2161.000000,2180.000000,2472.000000,1202.000000,1624.000000,2180.000000
2153.000000,1766.000000,2613.000000,2334.000000,2160.000000,2178.000000,2487.000000,1213.000000,1650.000000,2178.000000
2150.000000,1767.000000,2614.000000,2336.000000,2158.000000,2173.000000,2489.000000,1245.000000,1684.000000,2172.000000
2145.000000,1769.000000,2616.000000,2340.000000,2153.000000,2165.000000,2479.000000,1293.000000,1721.000000,2164.000000
2138.000000,1770.000000,2618.000000,2344.000000,2147.000000,2154.000000,2458.000000,1349.000000,1757.000000,2154.000000
2129.000000,1772.000000,2621.000000,2348.000000,2138.000000,2142.000000,2432.000000,1406.000000,1787.000000,2142.000000
2117.000000,1774.000000,2625.000000,2354.000000,2127.000000,2129.000000,2409.000000,1450.000000,1808.000000,2129.000000
2102.000000,1776.000000,2628.000000,2360.000000,2113.000000,2114.000000,2393.000000,1473.000000,1816.000000,2114.000000
2084.000000,1780.000000,2631.000000,2366.000000,2096.000000,2097.000000,2389.000000,1471.000000,1810.000000,2096.000000
2075.000000,1786.000000,2633.000000,2373.000000,2074.000000,2075.000000,2386.000000,1467.000000,1802.000000,2074.000000
2048.000000,1793.000000,2633.000000,2380.000000,2048.000000,2048.000000,2380.000000,1464.000000,1793.000000,2048.000000
2022.000000,1802.000000,2630.000000,2386.000000,2021.000000,2022.000000,2373.000000,1464.000000,1786.000000,2021.000000
2000.000000,1810.000000,2626.000000,2389.000000,1999.000000,2000.000000,2366.000000,1466.000000,1781.000000,1999.000000
1982.000000,1816.000000,2624.000000,2393.000000,1982.000000,1983.000000,2360.000000,1469.000000,1778.000000,1982.000000
1967.000000,1808.000000,2647.000000,2409.000000,1967.000000,1968.000000,2353.000000,1472.000000,1776.000000,1968.000000
1954.000000,1787.000000,2691.000000,2432.000000,1954.000000,1956.000000,2348.000000,1476.000000,1774.000000,1957.000000
1942.000000,1757.000000,2748.000000,2458.000000,1942.000000,1947.000000,2343.000000,1479.000000,1772.000000,1948.000000
1932.000000,1721.000000,2804.000000,2479.000000,1931.000000,1940.000000,2339.000000,1481.000000,1770.000000,1942.000000
1924.000000,1684.000000,2852.000000,2489.000000,1923.000000,1936.000000,2336.000000,1483.000000,1769.000000,1938.000000
1918.000000,1650.000000,2884.000000,2487.000000,1918.000000,1933.000000,2334.000000,1484.000000,1767.000000,1935.000000
1916.000000,1624.000000,2895.000000,2472.000000,1916.000000,1933.000000,2332.000000,1484.000000,1765.000000,1934.000000
1918.000000,1609.000000,2884.000000,2446.000000,1918.000000,1933.000000,2330.000000,1484.000000,1762.000000,1935.000000
1924.000000,1607.000000,2852.000000,2412.000000,1923.000000,1936.000000,2328.000000,1483.000000,1760.000000,1938.000000
1932.000000,1617.000000,2804.000000,2375.000000,1931.000000,1940.000000,2327.000000,1481.000000,1756.000000,1942.000000
1942.000000,1638.000000,2748.000000,2339.000000,1942.000000,1947.000000,2325.000000,1479.000000,1752.000000,1948.000000
1954.000000,1664.000000,2691.000000,2309.000000,1954.000000,1955.000000,2324.000000,1476.000000,1748.000000,1957.000000
1967.000000,1687.000000,2647.000000,2288.000000,1967.000000,1966.000000,2322.000000,1472.000000,1742.000000,1968.000000
1982.000000,1703.000000,2624.000000,2280.000000,1982.000000,1980.000000,2319.000000,1469.000000,1736.000000,1982.000000
2000.000000,1707.000000,2626.000000,2286.000000,1999.000000,1997.000000,2315.000000,1466.000000,1730.000000,1999.000000
2022.000000,1710.000000,2630.000000,2294.000000,2021.000000,2022.000000,2310.000000,1464.000000,1723.000000,2021.000000
2048.000000,1716.000000,2633.000000,2303.000000,2048.000000,2048.000000,2303.000000,1464.000000,1716.000000,2048.000000
2075.000000,1723.000000,2633.000000,2310.000000,2074.000000,2075.000000,2294.000000,1467.000000,1710.000000,2074.000000
2097.000000,1730.000000,2631.000000,2315.000000,2096.000000,2097.000000,2286.000000,1471.000000,1707.000000,2096.000000
2114.000000,1736.000000,2628.000000,2318.000000,2113.000000,2114.000000,2280.000000,1473.000000,1703.000000,2114.000000
2128.000000,1743.000000,2625.000000,2320.000000,2127.000000,2129.000000,2288.000000,1450.000000,1687.000000,2129.000000
2139.000000,1748.000000,2621.000000,2322.000000,2138.000000,2142.000000,2309.000000,1406.000000,1664.000000,2142.000000
2147.000000,1753.000000,2618.000000,2324.000000,2147.000000,2154.000000,2339.000000,1349.000000,1638.000000,2154.000000
2153.000000,1757.000000,2616.000000,2326.000000,2153.000000,2165.000000,2375.000000,1293.000000,1617.000000,2164.000000
2157.000000,1760.000000,2614.000000,2327.000000,2158.000000,2173.000000,2412.000000,1245.000000,1607.000000,2172.000000
2158.000000,1763.000000,2613.000000,2329.000000,2160.000000,2178.000000,2446.000000,1213.000000,1609.000000,2178.000000
2158.000000,1765.000000,2613.000000,2331.000000,2161.000000,2180.000000,2472.000000,1202.000000,1624.000000,2180.000000
2156.000000,1766.000000,2613.000000,2334.000000,2160.000000,2178.000000,2487.000000,1213.000000,1650.000000,2178.000000
2153.000000,1768.000000,2614.000000,2336.000000,2158.000000,2173.000000,2489.000000,1245.000000,1684.000000,2172.000000
2148.000000,1769.000000,2616.000000,2340.000000,2153.000000,2165.000000,2479.000000,1293.000000,1721.000000,2164.000000
2141.000000,1770.000000,2618.000000,2344.000000,2147.000000,2154.000000,2458.000000,1349.000000,1757.000000,2154.000000
2132.000000,1772.000000,2621.000000,2348.000000,2138.000000,2142.000000,2432.000000,1406.000000,1787.000000,2142.000000
2120.000000,1774.000000,2625.000000,2354.000000,2127.000000,2129.000000,2409.000000,1450.000000,1808.000000,2129.000000
2106.000000,1776.000000,2628.000000,2360.000000,2113.000000,2114.000000,2393.000000,1473.000000,1816.000000,2114.000000
2088.000000,1780.000000,2631.000000,2366.000000,2096.000000,2097.000000,2389.000000,1471.000000,1810.000000,2096.000000
2075.000000,1786.000000,2633.000000,2373.000000,2074.000000,2075.000000,2386.000000,1467.000000,1802.000000,2074.000000
2048.000000,1793.000000,2633.000000,2380.000000,2048.000000,2048.000000,2380.000000,1464.000000,1793.000000,2048.000000
2022.000000,1802.000000,2630.000000,2386.000000,2021.000000,2022.000000,2373.000000,1464.000000,1786.000000,2021.000000
2000.000000,1810.000000,2626.000000,2389.000000,1999.000000,2000.000000,2366.000000,1466.000000,1781.000000,1999.000000
1982.000000,1816.000000,2624.000000,2393.000000,1982.000000,1983.000000,2360.000000,1469.000000,1778.000000,1982.000000
1967.000000,1808.000000,2647.000000,2409.000000,1967.000000,1968.000000,2353.000000,1472.000000,1776.000000,1968.000000
1954.000000,1787.000000,2691.000000,2432.000000,1954.000000,1957.000000,2348.000000,1476.000000,1774.000000,1957.000000
1942.000000,1757.000000,2748.000000,2458.000000,1942.000000,1949.000000,2343.000000,1479.000000,1772.000000,1948.000000
1932.000000,1721.000000,2804.000000,2479.000000,1931.000000,1943.000000,2339.000000,1481.000000,1770.000000,1942.000000
1924.000000,1684.000000,2852.000000,2489.000000,1923.000000,1939.000000,2336.000000,1483.000000,1769.000000,1938.000000
1918.000000,1650.000000,2884.000000,2487.000000,1918.000000,1937.000000,2333.000000,1484.000000,1767.000000,1935.000000
1916.000000,1624.000000,2895.000000,2472.000000,1916.000000,1936.000000,2331.000000,1484.000000,1765.000000,1934.000000
1918.000000,1609.000000,2884.000000,2446.000000,1918.000000,1938.000000,2329.000000,1484.000000,1762.000000,1935.000000
1924.000000,1607.000000,2852.000000,2412.000000,1923.000000,1941.000000,2328.000000,1483.000000,1760.000000,1938.000000
1932.000000,1617.000000,2804.000000,2375.000000,1931.000000,1945.000000,2326.000000,1481.000000,1756.000000,1942.000000
1942.000000,1638.000000,2748.000000,2339.000000,1942.000000,1952.000000,2325.000000,1479.000000,1752.000000,1948.000000
1954.000000,1664.000000,2691.000000,2309.000000,1954.000000,1960.000000,2323.000000,1476.000000,1748.000000,1957.000000
1967.000000,1687.000000,2647.000000,2288.000000,1967.000000,1971.000000,2322.000000,1472.000000,1742.000000,1968.000000
1982.000000,1703.000000,2624.000000,2280.000000,1982.000000,1985.000000,2319.000000,1469.000000,1736.000000,1982.000000
2000.000000,1707.000000,2626.000000,2286.000000,1999.000000,2003.000000,2316.000000,1466.000000,1730.000000,1999.000000
2022.000000,1710.000000,2630.000000,2294.000000,2021.000000,2022.000000,2310.000000,1464.000000,1723.000000,2021.000000
2048.000000,1716.000000,2633.000000,2303.000000,2048.000000,2048.000000,2303.000000,1464.000000,1716.000000,2048.000000
2075.000000,1723.000000,2633.000000,2310.000000,2074.000000,2075.000000,2294.000000,1467.000000,1710.000000,2074.000000
2097.000000,1730.000000,2631.000000,2315.000000,2096.000000,2097.000000,2286.000000,1471.000000,1707.000000,2096.000000
2114.000000,1736.000000,2628.000000,2318.000000,2113.000000,2114.000000,2280.000000,1473.000000,1703.000000,2114.000000
2128.000000,1743.000000,2625.000000,2320.000000,2127.000000,2129.000000,2288.000000,1450.000000,1687.000000,2129.000000
2139.000000,1748.000000,2621.000000,2322.000000,2138.000000,2142.000000,2309.000000,1406.000000,1664.000000,2142.000000
2147.000000,1753.000000,2618.000000,2324.000000,2147.000000,2154.000000,2339.000000,1349.000000,1638.000000,2154.000000
2153.000000,1757.000000,2616.000000,2326.000000,2153.000000,2165.000000,2375.000000,1293.000000,1617.000000,2164.000000
2156.000000,1760.000000,2614.000000,2327.000000,2158.000000,2173.000000,2412.000000,1245.000000,1607.000000,2172.000000
2158.000000,1763.000000,2613.000000,2329.000000,2160.000000,2178.000000,2446.000000,1213.000000,1609.000000,2178.000000
2158.000000,1765.000000,2613.000000,2331.000000,2161.000000,2180.000000,2472.000000,1202.000000,1624.000000,2180.000000
2156.000000,1766.000000,2613.000000,2334.000000,2160.000000,2178.000000,2487.000000,1213.000000,1650.000000,2178.000000
2153.000000,1767.000000,2614.000000,2336.000000,2158.000000,2173.000000,2489.000000,1245.000000,1684.000000,2172.000000
2148.000000,1769.000000,2616.000000,2340.000000,2153.000000,2165.000000,2479.000000,1293.000000,1721.000000,2164.000000
2141.000000,1770.000000,2618.000000,2344.000000,2147.000000,2154.000000,2458.000000,1349.000000,1757.000000,2154.000000
2132.000000,1772.000000,2621.000000,2348.000000,2138.000000,2142.000000,2432.000000,1406.000000,1787.000000,2142.000000
2121.000000,1774.000000,2625.000000,2354.000000,2127.000000,2129.000000,2409.000000,1450.000000,1808.000000,2129.000000
2106.000000,1776.000000,2628.000000,2360.000000,2113.000000,2114.000000,2393.000000,1473.000000,1816.000000,2114.000000
2088.000000,1780.000000,2631.000000,2366.000000,2096.000000,2097.000000,2389.000000,1471.000000,1810.000000,2096.000000
2075.000000,1786.000000,2633.000000,2373.000000,2074.000000,2075.000000,2386.000000,1467.000000,1802.000000,2074.000000
2048.000000,1793.000000,2633.000000,2380.000000,2048.000000,2048.000000,2380.000000,1464.000000,1793.000000,2048.000000
2022.000000,1802.000000,2630.000000,2386.000000,2021.000000,2022.000000,2373.000000,1464.000000,1786.000000,2021.000000
2000.000000,1810.000000,2626.000000,2389.000000,1999.000000,2000.000000,2366.000000,1466.000000,1781.000000,1999.000000
1982.000000,1816.000000,2624.000000,2393.000000,1982.000000,1983.000000,2360.000000,1469.000000,1778.000000,1982.000000
1967.000000,1808.000000,2647.000000,2409.000000,1967.000000,1968.000000,2353.000000,1472.000000,1776.000000,1968.000000
1954.000000,1787.000000,2691.000000,2432.000000,1954.000000,1956.000000,2348.000000,1476.000000,1774.000000,1957.000000
1942.000000,1757.000000,2748.000000,2458.000000,1942.000000,1948.000000,2343.000000,1479.000000,1772.000000,1948.000000
1932.000000,1721.000000,2804.000000,2479.000000,1931.000000,1941.000000,2339.000000,1481.000000,1770.000000,1942.000000
1924.000000,1684.000000,2852.000000,2489.000000,1923.000000,1937.000000,2336.000000,1483.000000,1769.000000,1938.000000
1918.000000,1650.000000,2884.000000,2487.000000,1918.000000,1935.000000,2333.000000,1484.000000,1767.000000,1935.000000
1916.000000,1624.000000,2895.000000,2472.000000,1916.000000,1935.000000,2331.000000,1484.000000,1765.000000,1934.000000
1918.000000,1609.000000,2884.000000,2446.000000,1918.000000,1936.000000,2330.000000,1484.000000,1762.000000,1935.000000
1924.000000,1607.000000,2852.000000,2412.000000,1923.000000,1939.000000,2328.000000,1483.000000,1760.000000,1938.000000
1932.000000,1617.000000,2804.000000,2375.000000,1931.000000,1943.000000,2327.000000,1481.000000,1756.000000,1942.000000
1942.000000,1638.000000,2748.000000,2339.000000,1942.000000,1950.000000,2325.000000,1479.000000,1752.000000,1948.000000
1954.000000,1664.000000,2691.000000,2309.000000,1954.000000,1958.000000,2324.000000,1476.000000,1748.000000,1957.000000
1967.000000,1687.000000,2647.000000,2288.000000,1967.000000,1969.000000,2322.000000,1472.000000,1742.000000,1968.000000
1982.000000,1703.000000,2624.000000,2280.000000,1982.000000,1983.000000,2319.000000,1469.000000,1736.000000,1982.000000
2000.000000,1707.000000,2626.000000,2286.000000,1999.000000,2001.000000,2316.000000,1466.000000,1730.000000,1999.000000
2022.000000,1710.000000,2630.000000,2294.000000,2021.000000,2022.000000,2310.000000,1464.000000,1723.000000,2021.000000
2048.000000,1716.000000,2633.000000,2303.000000,2048.000000,2048.000000,2303.000000,1464.000000,1716.000000,2048.000000
2075.000000,1723.000000,2633.000000,2310.000000,2074.000000,2075.000000,2294.000000,1467.000000,1710.000000,2074.000000
2097.000000,1730.000000,2631.000000,2315.000000,2096.000000,2097.000000,2286.000000,1471.000000,1707.000000,2096.000000
2114.000000,1736.000000,2628.000000,2318.000000,2113.000000,2114.000000,2280.000000,1473.000000,1703.000000,2114.000000
2128.000000,1743.000000,2625.000000,2320.000000,2127.000000,2129.000000,2288.000000,1450.000000,1687.000000,2129.000000
2139.000000,1748.000000,2621.000000,2322.000000,2138.000000,2142.000000,2309.000000,1406.000000,1664.000000,2142.000000
2147.000000,1753.000000,2618.000000,2324.000000,2147.000000,2154.000000,2339.000000,1349.000000,1638.000000,2154.000000
2153.000000,1757.000000,2616.000000,2326.000000,2153.000000,2165.000000,2375.000000,1293.000000,1617.000000,2164.000000
2156.000000,1760.000000,2614.000000,2327.000000,2158.000000,2173.000000,2412.000000,1245.000000,1607.000000,2172.000000
2158.000000,1763.000000,2613.000000,2329.000000,2160.000000,2178.000000,2446.000000,1213.000000,1609.000000,2178.000000
2158.000000,1765.000000,2613.000000,2331.000000,2161.000000,2180.000000,2472.000000,1202.000000,1624.000000,2180.000000
2156.000000,1766.000000,2613.000000,2334.000000,2160.000000,2178.000000,2487.000000,1213.000000,1650.000000,2178.000000
2153.000000,1767.000000,2614.000000,2336.000000,2158.000000,2173.000000,2489.000000,1245.000000,1684.000000,2172.000000
2148.000000,1769.000000,2616.000000,2340.000000,2153.000000,2165.000000,2479.000000,1293.000000,1721.000000,2164.000000
2141.000000,1770.000000,2618.000000,2344.000000,2147.000000,2154.000000,2458.000000,1349.000000,1757.000000,2154.000000
2132.000000,1772.000000,2621.000000,2348.000000,2138.000000,2142.000000,2432.000000,1406.000000,1787.000000,2142.000000
2120.000000,1774.000000,2625.000000,2354.000000,2127.000000,2129.000000,2409.000000,1450.000000,1808.000000,2129.000000
2106.000000,1776.000000,2628.000000,2360.000000,2113.000000,2114.000000,2393.000000,1473.000000,1816.000000,2114.000000
2088.000000,1780.000000,2631.000000,2366.000000,2096.000000,2097.000000,2389.000000,1471.000000,1810.000000,2096.000000
2075.000000,1786.000000,2633.000000,2373.000000,2074.000000,2075.000000,2386.000000,1467.000000,1802.000000,2074.000000
2048.000000,1793.000000,2633.000000,2380.000000,2048.000000,2048.000000,2380.000000,1464.000000,1793.000000,2048.000000
2022.000000,1802.000000,2630.000000,2386.000000,2021.000000,2022.000000,2373.000000,1464.000000,1786.000000,2021.000000
2000.000000,1810.000000,2626.000000,2389.000000,1999.000000,2000.000000,2366.000000,1466.000000,1781.000000,1999.000000
1982.000000,1816.000000,2624.000000,2393.000000,1982.000000,1983.000000,2360.000000,1469.000000,1778.000000,1982.000000
1967.000000,1808.000000,2647.000000,2409.000000,1967.000000,1968.000000,2353.000000,1472.000000,1776.000000,1968.000000
1954.000000,1787.000000,2691.000000,2432.000000,1954.000000,1956.000000,2348.000000,1476.000000,1774.000000,1957.000000
1942.000000,1757.000000,2748.000000,2458.000000,1942.000000,1948.000000,2343.000000,1479.000000,1772.000000,1948.000000
1932.000000,1721.000000,2804.000000,2479.000000,1931.000000,1941.000000,2339.000000,1481.000000,1770.000000,1942.000000
1924.000000,1684.000000,2852.000000,2489.000000,1923.000000,1937.000000,2336.000000,1483.000000,1769.000000,1938.000000
