Accel_ax,Accel_ay,Accel_az
0.221134,5.278786,-4.714457
-0.388611,-0.305732,9.762767
2.010081,13.360514,-0.527150
-2.083637,-5.253597,17.585684
-0.752942,9.072480,1.691445
-0.261167,-6.769192,16.781425
2.860000,5.692300,13.121727
-0.394254,0.345662,8.754256
-1.128504,5.331911,11.175291
-0.067816,0.803646,8.144634
-0.086822,3.058655,10.334771
0.330028,0.886884,8.862586
-0.199128,1.810282,9.668246
-0.334229,1.178808,9.380837
-0.926482,1.537427,9.461290
-0.786225,0.790131,10.258534
-0.239869,0.201614,2.759297
-1.788478,3.946276,12.701965
0.390995,-5.593444,-0.230525
-3.356048,4.629627,9.586658
-0.075597,-12.275224,0.638193
-0.378979,9.643195,9.157636
3.449285,-13.551034,2.898938
1.654580,6.679062,6.998122
1.442828,-8.458148,12.343081
0.152713,-0.391381,6.243639
-1.784833,-6.686857,10.697801
0.459097,-0.116938,12.009315
-2.830383,-3.857398,7.107380
0.943486,-0.480135,12.290066
-0.357611,-1.524533,9.804173
0.187968,0.327317,9.504787
-0.253590,0.097894,9.858898
-0.067435,1.205547,9.526663
-1.705075,-0.587455,14.622837
-1.719744,1.432755,5.996317
0.144587,2.134417,6.988575
-0.321961,-3.176348,13.368370
0.155629,7.435537,5.769359
-0.647652,-6.841752,9.251216
0.509412,3.906045,0.997617
-4.769335,-3.370617,13.480962
1.204011,5.953011,5.189549
-2.936050,-3.021236,13.943055
3.548252,4.433527,11.859664
0.618715,0.415418,11.940129
-5.924651,6.245972,9.748110
5.118880,2.411655,19.853506
-6.173312,3.351939,5.386162
4.167819,2.044538,16.242653
-1.365406,2.461102,5.827489
0.871496,1.269411,9.776777
-0.119476,2.002028,9.743221
3.876977,0.238791,6.349015
-0.541546,3.397817,13.542262
-1.716789,-1.970068,3.369564
0.452158,-0.837908,11.036573
1.007246,-1.192145,4.125644
-1.060399,-7.191475,7.061337
0.097410,-0.029246,9.832550
1.574654,-10.215348,9.140473
0.272952,9.106300,8.240829
-1.461984,-9.962184,2.658492
-1.872594,8.708013,19.005751
-1.812486,-3.574788,11.437405
-1.169159,1.385634,7.214964
-4.926758,-3.970306,7.630691
6.690127,-1.635728,19.008547
-6.018163,-3.135945,5.847949
6.752567,-1.813218,17.841455
-0.567301,-1.998128,5.521707
1.399063,-2.400995,12.139559
0.329077,0.401414,9.551556
4.505918,0.811918,8.488094
1.591613,-0.025259,11.121500
-0.199825,3.855812,3.517718
1.736585,0.322364,11.153542
0.812508,-0.238924,5.244059
-0.959377,6.538685,7.535018
0.862479,-6.558922,10.871757
-0.559748,8.472985,5.880924
1.213798,-7.836930,17.147844
-2.471844,5.938553,6.929194
-1.150724,-5.917350,15.030525
-2.821443,9.554007,21.534885
-1.180171,0.669774,10.827229
-8.909444,6.503297,9.337572
7.233690,2.729900,20.602251
-5.629286,4.123891,4.561370
6.142428,1.846351,17.725786
-1.424668,2.496977,5.426597
2.008972,1.148971,10.867369
0.414744,1.897009,9.144237
3.954796,-1.409275,8.205592
-0.604214,0.174969,14.290027
-1.062743,-3.726767,3.063043
1.627855,-0.467196,11.737004
-0.164111,-4.690923,7.560606
