CoM_x_control,new_EP_lx,new_EP_rx
-0.022000,-1.771744,0.266175
-0.017493,-1.287086,0.172243
-0.012042,-0.677543,0.084582
-0.006590,0.000000,0.000000
-0.002870,0.677543,-0.084582
-0.000895,1.287086,-0.172243
-0.000626,1.771744,-0.266175
-0.000686,2.094911,-0.369797
-0.001189,2.245878,-0.486882
-0.002480,2.240891,-0.621693
-0.004781,2.119452,-0.779137
-0.008027,1.935053,-0.964947
-0.011445,1.714113,-1.185887
-0.014687,1.450000,-1.450000
-0.017395,1.185887,-1.714113
-0.019772,0.964947,-1.935053
-0.022424,0.779137,-2.119452
-0.025542,0.621693,-2.240891
-0.028208,0.486882,-2.245878
-0.028615,0.369797,-2.094911
-0.026985,0.266175,-1.771744
-0.023243,0.172243,-1.287086
-0.017829,0.084582,-0.677543
-0.011926,0.000000,0.000000
-0.006062,-0.084582,0.677543
-0.001530,-0.172243,1.287086
0.001530,-0.266175,1.771744
0.003674,-0.369797,2.094911
0.005483,-0.486882,2.245878
0.005810,-0.621693,2.240891
0.004571,-0.779137,2.119452
0.001950,-0.964947,1.935053
-0.001931,-1.185887,1.714113
-0.006404,-1.450000,1.450000
-0.011007,-1.714113,1.185887
-0.015619,-1.935053,0.964947
-0.019956,-2.119452,0.779137
-0.023549,-2.240891,0.621693
-0.026659,-2.245878,0.486882
-0.027643,-2.094911,0.369797
-0.026604,-1.771744,0.266175
-0.023349,-1.287086,0.172243
-0.018384,-0.677543,0.084582
-0.013533,-0.000000,-0.000000
-0.009013,0.677543,-0.084582
-0.005634,1.287086,-0.172243
-0.003512,1.771744,-0.266175
-0.001954,2.094911,-0.369797
-0.000592,2.245878,-0.486882
-0.000759,2.240891,-0.621693
-0.002467,2.119452,-0.779137
-0.005190,1.935053,-0.964947
-0.008581,1.714113,-1.185887
-0.011958,1.450000,-1.450000
-0.015355,1.185887,-1.714113
-0.018409,0.964947,-1.935053
-0.021608,0.779137,-2.119452
-0.024886,0.621693,-2.240891
-0.026822,0.486882,-2.245878
-0.027495,0.369797,-2.094911
-0.025824,0.266175,-1.771744
-0.021695,0.172243,-1.287086
-0.015587,0.084582,-0.677543
-0.008374,-0.000000,-0.000000
-0.001991,-0.084582,0.677543
0.002859,-0.172243,1.287086
0.005612,-0.266175,1.771744
0.007300,-0.369797,2.094911
0.007929,-0.486882,2.245878
0.007278,-0.621693,2.240891
0.005006,-0.779137,2.119452
0.001312,-0.964947,1.935053
-0.003444,-1.185887,1.714113
-0.009024,-1.450000,1.450000
-0.013946,-1.714113,1.185887
-0.018159,-1.935053,0.964947
-0.021852,-2.119452,0.779137
-0.024829,-2.240891,0.621693
-0.026359,-2.245878,0.486882
-0.026654,-2.094911,0.369797
-0.025322,-1.771744,0.266175
-0.021995,-1.287086,0.172243
-0.016893,-0.677543,0.084582
-0.011211,0.000000,0.000000
-0.006695,0.677543,-0.084582
-0.003766,1.287086,-0.172243
-0.002538,1.771744,-0.266175
-0.001838,2.094911,-0.369797
-0.001675,2.245878,-0.486882
-0.002403,2.240891,-0.621693
-0.003842,2.119452,-0.779137
-0.006207,1.935053,-0.964947
-0.009307,1.714113,-1.185887
-0.012271,1.450000,-1.450000
-0.014685,1.185887,-1.714113
-0.017644,0.964947,-1.935053
-0.021060,0.779137,-2.119452
-0.024156,0.621693,-2.240891
-0.026457,0.486882,-2.245878
-0.026289,0.369797,-2.094911
-0.023963,0.266175,-1.771744
-0.019730,0.172243,-1.287086
-0.013902,0.084582,-0.677543
-0.007311,0.000000,0.000000
-0.000856,-0.084582,0.677543
0.003854,-0.172243,1.287086
0.006643,-0.266175,1.771744
0.007956,-0.369797,2.094911
0.008544,-0.486882,2.245878
0.007665,-0.621693,2.240891
0.005233,-0.779137,2.119452
0.001455,-0.964947,1.935053
-0.003173,-1.185887,1.714113
-0.007841,-1.450000,1.450000
-0.012245,-1.714113,1.185887
-0.016858,-1.935053,0.964947
-0.021527,-2.119452,0.779137
-0.025178,-2.240891,0.621693
-0.027702,-2.245878,0.486882
-0.028057,-2.094911,0.369797
-0.026758,-1.771744,0.266175
-0.023092,-1.287086,0.172243
-0.017693,-0.677543,0.084582
-0.012400,0.000000,0.000000
-0.007595,0.677543,-0.084582
-0.004485,1.287086,-0.172243
-0.003047,1.771744,-0.266175
-0.002351,2.094911,-0.369797
-0.001764,2.245878,-0.486882
-0.002324,2.240891,-0.621693
-0.004144,2.119452,-0.779137
-0.007023,1.935053,-0.964947
-0.010308,1.714113,-1.185887
-0.013447,1.450000,-1.450000
-0.016254,1.185887,-1.714113
-0.019085,0.964947,-1.935053
-0.022436,0.779137,-2.119452
-0.025635,0.621693,-2.240891
-0.027718,0.486882,-2.245878
-0.027414,0.369797,-2.094911
-0.025725,0.266175,-1.771744
-0.021850,0.172243,-1.287086
-0.016119,0.084582,-0.677543
-0.010197,0.000000,0.000000
-0.004375,-0.084582,0.677543
0.000121,-0.172243,1.287086
0.002854,-0.266175,1.771744
0.004463,-0.369797,2.094911
0.005425,-0.486882,2.245878
0.004698,-0.621693,2.240891
0.002545,-0.779137,2.119452
-0.000896,-0.964947,1.935053
-0.005098,-1.185887,1.714113
-0.008848,-1.450000,1.450000
-0.012473,-1.714113,1.185887
-0.016198,-1.935053,0.964947
-0.019758,-2.119452,0.779137
-0.022918,-2.240891,0.621693
-0.025008,-2.245878,0.486882
-0.025910,-2.094911,0.369797
-0.024736,-1.771744,0.266175
-0.021421,-1.287086,0.172243
-0.016652,-0.677543,0.084582
-0.011501,0.000000,-0.000000
-0.007412,0.677543,-0.084582
-0.004649,1.287086,-0.172243
-0.003555,1.771744,-0.266175
-0.002862,2.094911,-0.369797
-0.002522,2.245878,-0.486882
-0.003091,2.240891,-0.621693
-0.004725,2.119452,-0.779137
-0.007281,1.935053,-0.964947
-0.010577,1.714113,-1.185887
-0.013974,1.450000,-1.450000
-0.016477,1.185887,-1.714113
-0.018894,0.964947,-1.935053
-0.022023,0.779137,-2.119452
-0.025176,0.621693,-2.240891
-0.026629,0.486882,-2.245878
-0.026651,0.369797,-2.094911
-0.024414,0.266175,-1.771744
-0.019977,0.172243,-1.287086
-0.013890,0.084582,-0.677543
-0.006858,0.000000,0.000000
-0.000914,-0.084582,0.677543
0.003425,-0.172243,1.287086
0.005804,-0.266175,1.771744
0.007076,-0.369797,2.094911
0.007462,-0.486882,2.245878
0.006841,-0.621693,2.240891
0.005321,-0.779137,2.119452
0.002428,-0.964947,1.935053
-0.001523,-1.185887,1.714113
-0.006013,-1.450000,1.450000
-0.010758,-1.714113,1.185887
-0.015587,-1.935053,0.964947
-0.020130,-2.119452,0.779137
-0.023790,-2.240891,0.621693
-0.026763,-2.245878,0.486882
-0.028043,-2.094911,0.369797
-0.027383,-1.771744,0.266175
-0.024395,-1.287086,0.172243
-0.019618,-0.677543,0.084582
-0.014531,0.000000,-0.000000
-0.009541,0.677543,-0.084582
-0.006114,1.287086,-0.172243
-0.004337,1.771744,-0.266175
-0.002945,2.094911,-0.369797
-0.001358,2.245878,-0.486882
-0.000928,2.240891,-0.621693
-0.002060,2.119452,-0.779137
-0.004236,1.935053,-0.964947
-0.007399,1.714113,-1.185887
-0.010903,1.450000,-1.450000
-0.013966,1.185887,-1.714113
-0.017024,0.964947,-1.935053
-0.020637,0.779137,-2.119452
-0.024438,0.621693,-2.240891
-0.027729,0.486882,-2.245878
-0.028483,0.369797,-2.094911
-0.027001,0.266175,-1.771744
-0.023110,0.172243,-1.287086
-0.017086,0.084582,-0.677543
-0.010219,0.000000,0.000000
-0.003521,-0.084582,0.677543
0.001455,-0.172243,1.287086
0.004799,-0.266175,1.771744
0.006689,-0.369797,2.094911
0.007822,-0.486882,2.245878
0.007452,-0.621693,2.240891
0.005490,-0.779137,2.119452
0.002056,-0.964947,1.935053
-0.002483,-1.185887,1.714113
-0.007140,-1.450000,1.450000
-0.011693,-1.714113,1.185887
-0.016264,-1.935053,0.964947
-0.020538,-2.119452,0.779137
-0.023800,-2.240891,0.621693
-0.026325,-2.245878,0.486882
-0.027259,-2.094911,0.369797
-0.026402,-1.771744,0.266175
-0.022910,-1.287086,0.172243
-0.017702,-0.677543,0.084582
-0.012638,0.000000,0.000000
-0.008017,0.677543,-0.084582
-0.004918,1.287086,-0.172243
-0.003405,1.771744,-0.266175
-0.002560,2.094911,-0.369797
-0.001602,2.245878,-0.486882
-0.001707,2.240891,-0.621693
-0.003182,2.119452,-0.779137
-0.005806,1.935053,-0.964947
-0.009360,1.714113,-1.185887
-0.012752,1.450000,-1.450000
-0.015926,1.185887,-1.714113
-0.019446,0.964947,-1.935053
-0.023145,0.779137,-2.119452
-0.026551,0.621693,-2.240891
-0.028975,0.486882,-2.245878
-0.028556,0.369797,-2.094911
-0.026034,0.266175,-1.771744
-0.021112,0.172243,-1.287086
-0.014290,0.084582,-0.677543
-0.007448,0.000000,0.000000
-0.001194,-0.084582,0.677543
0.003262,-0.172243,1.287086
0.005897,-0.266175,1.771744
0.007251,-0.369797,2.094911
0.008119,-0.486882,2.245878
0.007674,-0.621693,2.240891
0.005859,-0.779137,2.119452
0.002570,-0.964947,1.935053
-0.001875,-1.185887,1.714113
-0.006653,-1.450000,1.450000
-0.011315,-1.714113,1.185887
-0.016399,-1.935053,0.964947
-0.021617,-2.119452,0.779137
-0.025732,-2.240891,0.621693
-0.028857,-2.245878,0.486882
-0.029953,-2.094911,0.369797
-0.028923,-1.771744,0.266175
-0.026058,-1.287086,0.172243
-0.020690,-0.677543,0.084582
-0.014576,0.000000,0.000000
-0.009479,0.677543,-0.084582
-0.005589,1.287086,-0.172243
-0.003291,1.771744,-0.266175
-0.001508,2.094911,-0.369797
-0.000220,2.245878,-0.486882
-0.000139,2.240891,-0.621693
-0.001802,2.119452,-0.779137
-0.004527,1.935053,-0.964947
-0.007594,1.714113,-1.185887
-0.011339,1.450000,-1.450000
-0.015602,1.185887,-1.714113
-0.019833,0.964947,-1.935053
-0.024105,0.779137,-2.119452
-0.028057,0.621693,-2.240891
-0.029969,0.486882,-2.245878
-0.029848,0.369797,-2.094911
-0.028102,0.266175,-1.771744
-0.023132,0.172243,-1.287086
-0.015750,0.084582,-0.677543
-0.007712,-0.000000,-0.000000
-0.000185,-0.084582,0.677543
0.005093,-0.172243,1.287086
0.008002,-0.266175,1.771744
0.008918,-0.369797,2.094911
0.008731,-0.486882,2.245878
0.006886,-0.621693,2.240891
0.003578,-0.779137,2.119452
-0.000856,-0.964947,1.935053
-0.006281,-1.185887,1.714113
-0.011415,-1.450000,1.450000
-0.015903,-1.714113,1.185887
-0.019745,-1.935053,0.964947
-0.022771,-2.119452,0.779137
-0.024552,-2.240891,0.621693
-0.025441,-2.245878,0.486882
-0.024720,-2.094911,0.369797
-0.022237,-1.771744,0.266175
-0.017753,-1.287086,0.172243
-0.012107,-0.677543,0.084582
-0.007234,-0.000000,-0.000000
-0.003518,0.677543,-0.084582
-0.001712,1.287086,-0.172243
-0.001560,1.771744,-0.266175
-0.001844,2.094911,-0.369797
-0.002036,2.245878,-0.486882
-0.003334,2.240891,-0.621693
-0.005824,2.119452,-0.779137
-0.009028,1.935053,-0.964947
-0.012522,1.714113,-1.185887
-0.015597,1.450000,-1.450000
-0.018147,1.185887,-1.714113
-0.020658,0.964947,-1.935053
-0.023525,0.779137,-2.119452
-0.026173,0.621693,-2.240891
-0.027874,0.486882,-2.245878
-0.027159,0.369797,-2.094911
-0.024830,0.266175,-1.771744
-0.020765,0.172243,-1.287086
-0.015173,0.084582,-0.677543
-0.009316,-0.000000,-0.000000
-0.003678,-0.084582,0.677543
0.000509,-0.172243,1.287086
0.003102,-0.266175,1.771744
0.004544,-0.369797,2.094911
0.005594,-0.486882,2.245878
0.005373,-0.621693,2.240891
0.003676,-0.779137,2.119452
0.000605,-0.964947,1.935053
-0.003522,-1.185887,1.714113
-0.007976,-1.450000,1.450000
-0.012378,-1.714113,1.185887
-0.016645,-1.935053,0.964947
-0.020501,-2.119452,0.779137
-0.023462,-2.240891,0.621693
-0.025465,-2.245878,0.486882
-0.025310,-2.094911,0.369797
-0.023736,-1.771744,0.266175
-0.020069,-1.287086,0.172243
-0.014867,-0.677543,0.084582
-0.010248,-0.000000,-0.000000
-0.006245,0.677543,-0.084582
-0.003844,1.287086,-0.172243
-0.003108,1.771744,-0.266175
-0.002978,2.094911,-0.369797
-0.002722,2.245878,-0.486882
-0.003444,2.240891,-0.621693
-0.005331,2.119452,-0.779137
-0.007992,1.935053,-0.964947
-0.011018,1.714113,-1.185887
-0.013682,1.450000,-1.450000
-0.015870,1.185887,-1.714113
-0.018507,0.964947,-1.935053
-0.021702,0.779137,-2.119452
-0.024323,0.621693,-2.240891
-0.025876,0.486882,-2.245878
-0.025468,0.369797,-2.094911
-0.023892,0.266175,-1.771744
-0.021460,0.172243,-1.287086
-0.016563,0.084582,-0.677543
-0.009729,0.000000,0.000000
-0.003431,-0.084582,0.677543
0.001005,-0.172243,1.287086
0.003739,-0.266175,1.771744
0.005731,-0.369797,2.094911
0.006829,-0.486882,2.245878
0.006698,-0.621693,2.240891
0.004999,-0.779137,2.119452
0.000819,-0.964947,1.935053
-0.004340,-1.185887,1.714113
-0.009114,-1.450000,1.450000
-0.013531,-1.714113,1.185887
-0.017891,-1.935053,0.964947
-0.022277,-2.119452,0.779137
-0.026006,-2.240891,0.621693
-0.028194,-2.245878,0.486882
-0.027762,-2.094911,0.369797
-0.025659,-1.771744,0.266175
-0.022823,-1.287086,0.172243
-0.017845,-0.677543,0.084582
-0.011872,-0.000000,-0.000000
-0.006985,0.677543,-0.084582
-0.003561,1.287086,-0.172243
-0.001611,1.771744,-0.266175
0.000026,2.094911,-0.369797
0.001264,2.245878,-0.486882
0.001439,2.240891,-0.621693
0.000149,2.119452,-0.779137
-0.002516,1.935053,-0.964947
-0.006270,1.714113,-1.185887
-0.010430,1.450000,-1.450000
-0.014288,1.185887,-1.714113
-0.018200,0.964947,-1.935053
-0.022667,0.779137,-2.119452
-0.027101,0.621693,-2.240891
-0.029796,0.486882,-2.245878
-0.031045,0.369797,-2.094911
-0.029249,0.266175,-1.771744
-0.024444,0.172243,-1.287086
-0.017710,0.084582,-0.677543
-0.009797,-0.000000,0.000000
-0.002801,-0.084582,0.677543
0.002569,-0.172243,1.287086
0.005865,-0.266175,1.771744
0.007895,-0.369797,2.094911
0.008548,-0.486882,2.245878
0.007801,-0.621693,2.240891
0.005653,-0.779137,2.119452
0.002412,-0.964947,1.935053
-0.001954,-1.185887,1.714113
-0.006811,-1.450000,1.450000
-0.011646,-1.714113,1.185887
-0.016678,-1.935053,0.964947
-0.021388,-2.119452,0.779137
-0.025414,-2.240891,0.621693
-0.027689,-2.245878,0.486882
-0.028674,-2.094911,0.369797
-0.027408,-1.771744,0.266175
-0.023876,-1.287086,0.172243
-0.018559,-0.677543,0.084582
-0.012572,0.000000,-0.000000
-0.007955,0.677543,-0.084582
-0.004955,1.287086,-0.172243
-0.003753,1.771744,-0.266175
-0.003233,2.094911,-0.369797
-0.003272,2.245878,-0.486882
-0.004013,2.240891,-0.621693
-0.005464,2.119452,-0.779137
-0.007597,1.935053,-0.964947
-0.010274,1.714113,-1.185887
-0.013253,1.450000,-1.450000
-0.015636,1.185887,-1.714113
-0.017834,0.964947,-1.935053
-0.021142,0.779137,-2.119452
-0.024699,0.621693,-2.240891
-0.026658,0.486882,-2.245878
-0.027303,0.369797,-2.094911
-0.025681,0.266175,-1.771744
-0.021939,0.172243,-1.287086
-0.016386,0.084582,-0.677543
-0.009770,-0.000000,-0.000000
-0.004046,-0.084582,0.677543
0.000408,-0.172243,1.287086
0.003276,-0.266175,1.771744
0.005189,-0.369797,2.094911
0.005967,-0.486882,2.245878
0.005490,-0.621693,2.240891
0.003382,-0.779137,2.119452
-0.000042,-0.964947,1.935053
-0.004762,-1.185887,1.714113
-0.009876,-1.450000,1.450000
-0.014412,-1.714113,1.185887
-0.018876,-1.935053,0.964947
-0.022672,-2.119452,0.779137
-0.025384,-2.240891,0.621693
-0.026331,-2.245878,0.486882
-0.025586,-2.094911,0.369797
-0.024012,-1.771744,0.266175
-0.020202,-1.287086,0.172243
-0.014756,-0.677543,0.084582
-0.009947,0.000000,0.000000
-0.005942,0.677543,-0.084582
-0.003162,1.287086,-0.172243
-0.001672,1.771744,-0.266175
-0.000714,2.094911,-0.369797
0.000310,2.245878,-0.486882
0.000040,2.240891,-0.621693
-0.001849,2.119452,-0.779137
-0.004945,1.935053,-0.964947
-0.008789,1.714113,-1.185887
-0.012570,1.450000,-1.450000
-0.016137,1.185887,-1.714113
-0.019930,0.964947,-1.935053
-0.023878,0.779137,-2.119452
-0.027100,0.621693,-2.240891
-0.029356,0.486882,-2.245878
-0.028938,0.369797,-2.094911
-0.026035,0.266175,-1.771744
-0.020330,0.172243,-1.287086
-0.012672,0.084582,-0.677543
-0.005165,0.000000,0.000000
0.001604,-0.084582,0.677543
0.006211,-0.172243,1.287086
0.008536,-0.266175,1.771744
0.009349,-0.369797,2.094911
0.009298,-0.486882,2.245878
0.007630,-0.621693,2.240891
0.004710,-0.779137,2.119452
0.001406,-0.964947,1.935053
-0.002766,-1.185887,1.714113
-0.007293,-1.450000,1.450000
-0.011655,-1.714113,1.185887
-0.016108,-1.935053,0.964947
-0.020549,-2.119452,0.779137
-0.024528,-2.240891,0.621693
-0.027302,-2.245878,0.486882
-0.028985,-2.094911,0.369797
-0.028397,-1.771744,0.266175
-0.025447,-1.287086,0.172243
-0.020834,-0.677543,0.084582
-0.015267,-0.000000,-0.000000
-0.010461,0.677543,-0.084582
-0.007307,1.287086,-0.172243
-0.005938,1.771744,-0.266175
-0.005074,2.094911,-0.369797
-0.004468,2.245878,-0.486882
-0.004477,2.240891,-0.621693
-0.005442,2.119452,-0.779137
-0.007095,1.935053,-0.964947
-0.009809,1.714113,-1.185887
-0.012805,1.450000,-1.450000
-0.015109,1.185887,-1.714113
-0.017800,0.964947,-1.935053
-0.021102,0.779137,-2.119452
-0.024120,0.621693,-2.240891
-0.025595,0.486882,-2.245878
-0.025931,0.369797,-2.094911
-0.024288,0.266175,-1.771744
-0.020627,0.172243,-1.287086
-0.016256,0.084582,-0.677543
-0.010457,0.000000,0.000000
-0.004474,-0.084582,0.677543
0.000008,-0.172243,1.287086
0.003110,-0.266175,1.771744
0.005132,-0.369797,2.094911
0.006475,-0.486882,2.245878
0.006255,-0.621693,2.240891
0.004481,-0.779137,2.119452
0.001307,-0.964947,1.935053
-0.002957,-1.185887,1.714113
-0.007442,-1.450000,1.450000
-0.012134,-1.714113,1.185887
-0.016510,-1.935053,0.964947
-0.020137,-2.119452,0.779137
-0.023005,-2.240891,0.621693
-0.025381,-2.245878,0.486882
-0.025586,-2.094911,0.369797
-0.024043,-1.771744,0.266175
-0.020172,-1.287086,0.172243
-0.014602,-0.677543,0.084582
-0.009870,0.000000,0.000000
-0.005769,0.677543,-0.084582
-0.002926,1.287086,-0.172243
-0.001402,1.771744,-0.266175
-0.000483,2.094911,-0.369797
0.000354,2.245878,-0.486882
-0.000034,2.240891,-0.621693
-0.001763,2.119452,-0.779137
-0.004697,1.935053,-0.964947
-0.008450,1.714113,-1.185887
-0.012070,1.450000,-1.450000
-0.015277,1.185887,-1.714113
-0.018918,0.964947,-1.935053
-0.022968,0.779137,-2.119452
-0.026371,0.621693,-2.240891
-0.028186,0.486882,-2.245878
-0.027101,0.369797,-2.094911
-0.024389,0.266175,-1.771744
-0.019353,0.172243,-1.287086
-0.012491,0.084582,-0.677543
-0.005809,0.000000,0.000000
0.000244,-0.084582,0.677543
0.004672,-0.172243,1.287086
0.007347,-0.266175,1.771744
0.008629,-0.369797,2.094911
0.009010,-0.486882,2.245878
0.007747,-0.621693,2.240891
0.005075,-0.779137,2.119452
0.001126,-0.964947,1.935053
-0.003692,-1.185887,1.714113
-0.008537,-1.450000,1.450000
-0.012948,-1.714113,1.185887
-0.017173,-1.935053,0.964947
-0.021054,-2.119452,0.779137
-0.023869,-2.240891,0.621693
-0.025581,-2.245878,0.486882
-0.025063,-2.094911,0.369797
-0.023136,-1.771744,0.266175
-0.019434,-1.287086,0.172243
-0.014496,-0.677543,0.084582
-0.010031,0.000000,0.000000
-0.006155,0.677543,-0.084582
-0.003755,1.287086,-0.172243
-0.002940,1.771744,-0.266175
-0.002752,2.094911,-0.369797
-0.002636,2.245878,-0.486882
-0.003692,2.240891,-0.621693
-0.005724,2.119452,-0.779137
-0.007939,1.935053,-0.964947
-0.010819,1.714113,-1.185887
-0.014015,1.450000,-1.450000
-0.016267,1.185887,-1.714113
-0.018628,0.964947,-1.935053
-0.021626,0.779137,-2.119452
-0.024179,0.621693,-2.240891
-0.025545,0.486882,-2.245878
-0.024550,0.369797,-2.094911
-0.022170,0.266175,-1.771744
-0.018004,0.172243,-1.287086
-0.012306,0.084582,-0.677543
-0.006976,-0.000000,-0.000000
-0.001903,-0.084582,0.677543
0.002121,-0.172243,1.287086
0.004477,-0.266175,1.771744
0.006120,-0.369797,2.094911
0.006943,-0.486882,2.245878
0.006577,-0.621693,2.240891
0.004634,-0.779137,2.119452
0.001245,-0.964947,1.935053
-0.003336,-1.185887,1.714113
-0.008411,-1.450000,1.450000
-0.012931,-1.714113,1.185887
-0.017416,-1.935053,0.964947
-0.021617,-2.119452,0.779137
-0.024850,-2.240891,0.621693
-0.026229,-2.245878,0.486882
-0.026120,-2.094911,0.369797
-0.023689,-1.771744,0.266175
-0.019325,-1.287086,0.172243
-0.013843,-0.677543,0.084582
-0.008170,-0.000000,-0.000000
-0.003962,0.677543,-0.084582
-0.001104,1.287086,-0.172243
0.000548,1.771744,-0.266175
0.001943,2.094911,-0.369797
0.003104,2.245878,-0.486882
0.002675,2.240891,-0.621693
0.000722,2.119452,-0.779137
-0.002486,1.935053,-0.964947
-0.006501,1.714113,-1.185887
-0.010362,1.450000,-1.450000
-0.013936,1.185887,-1.714113
-0.017856,0.964947,-1.935053
-0.022039,0.779137,-2.119452
-0.025655,0.621693,-2.240891
-0.028319,0.486882,-2.245878
-0.028054,0.369797,-2.094911
-0.025382,0.266175,-1.771744
-0.020512,0.172243,-1.287086
-0.013973,0.084582,-0.677543
-0.007150,0.000000,0.000000
-0.000705,-0.084582,0.677543
0.003911,-0.172243,1.287086
0.006576,-0.266175,1.771744
0.007845,-0.369797,2.094911
0.008304,-0.486882,2.245878
0.007268,-0.621693,2.240891
0.004956,-0.779137,2.119452
0.001369,-0.964947,1.935053
-0.003079,-1.185887,1.714113
-0.007713,-1.450000,1.450000
-0.012247,-1.714113,1.185887
-0.016843,-1.935053,0.964947
-0.021126,-2.119452,0.779137
-0.024386,-2.240891,0.621693
-0.026723,-2.245878,0.486882
-0.026505,-2.094911,0.369797
-0.024508,-1.771744,0.266175
-0.021951,-1.287086,0.172243
-0.017635,-0.677543,0.084582
-0.012493,-0.000000,0.000000
-0.008255,0.677543,-0.084582
-0.005427,1.287086,-0.172243
-0.004051,1.771744,-0.266175
-0.002910,2.094911,-0.369797
-0.001889,2.245878,-0.486882
-0.001629,2.240891,-0.621693
-0.002695,2.119452,-0.779137
-0.004992,1.935053,-0.964947
-0.008191,1.714113,-1.185887
-0.011833,1.450000,-1.450000
-0.014901,1.185887,-1.714113
-0.017862,0.964947,-1.935053
-0.021562,0.779137,-2.119452
-0.025305,0.621693,-2.240891
-0.027358,0.486882,-2.245878
-0.027934,0.369797,-2.094911
-0.026265,0.266175,-1.771744
-0.022177,0.172243,-1.287086
-0.016164,0.084582,-0.677543
-0.009067,-0.000000,-0.000000
-0.002817,-0.084582,0.677543
0.001977,-0.172243,1.287086
0.004943,-0.266175,1.771744
0.006885,-0.369797,2.094911
0.007785,-0.486882,2.245878
0.007563,-0.621693,2.240891
0.005941,-0.779137,2.119452
0.003126,-0.964947,1.935053
-0.000889,-1.185887,1.714113
-0.005661,-1.450000,1.450000
-0.010354,-1.714113,1.185887
-0.015419,-1.935053,0.964947
-0.020413,-2.119452,0.779137
-0.024686,-2.240891,0.621693
-0.027462,-2.245878,0.486882
-0.029062,-2.094911,0.369797
-0.028203,-1.771744,0.266175
-0.025006,-1.287086,0.172243
-0.020149,-0.677543,0.084582
-0.014358,-0.000000,0.000000
-0.009431,0.677543,-0.084582
-0.005616,1.287086,-0.172243
-0.003230,1.771744,-0.266175
-0.001349,2.094911,-0.369797
-0.000131,2.245878,-0.486882
-0.000110,2.240891,-0.621693
-0.001663,2.119452,-0.779137
-0.004425,1.935053,-0.964947
-0.007796,1.714113,-1.185887
-0.011333,1.450000,-1.450000
-0.014320,1.185887,-1.714113
-0.017319,0.964947,-1.935053
-0.021044,0.779137,-2.119452
-0.024759,0.621693,-2.240891
-0.026757,0.486882,-2.245878
-0.027238,0.369797,-2.094911
-0.025021,0.266175,-1.771744
-0.020344,0.172243,-1.287086
-0.014163,0.084582,-0.677543
-0.007166,-0.000000,-0.000000
